,STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35,female,no_parent,moth_ed_1,moth_ed_2,moth_ed_3,moth_ed_4,moth_ed_5,moth_ed_6,moth_ed_7,moth_ed_8,region_1,region_2,region_3,region_4,high_school_grad,ged,BYRACE2,Other,Asian,Black,Hispanic,White,post_sec_edu,income_log
14488,423205,4232,7000,15,0,0,6,1,7,0,8,53.6,0.82,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,6,8.853665428
14490,423207,4232,105000,50,0,0,6,1,7,1,6,63.17,1.3,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,11.56171563
14491,423208,4232,35000,40,0,0,5,1,4,0,5,47.77,-0.48,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,2,10.46310334
14498,423216,4232,70000,45,0,0,8,1,5,0,10,69.35,1.72,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,1,0,8,11.15625052
14499,423217,4232,45000,50,0,0,2,1,7,0,8,55.95,0.96,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.71441777
14502,424101,4241,30000,60,0,0,7,1,7,0,6,52.15,0.81,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.30895266
14503,424102,4241,25000,50,0,0,3,1,7,0,6,51.09,0.61,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.1266311
14506,424105,4241,19000,40,0,0,3,1,7,0,6,56.34,-0.01,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.852194258
14508,424107,4241,9000,20,0,0,6,1,3,1,6,54.19,0.82,3,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,4,9.104979856
14512,424111,4241,75000,50,0,0,2,1,7,0,5,43,0.18,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,11.22524339
14513,424112,4241,14000,40,0,0,6,1,3,1,3,52.07,0.02,3,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,9.546812609
14515,424114,4241,38000,40,0,0,5,1,4,1,6,47.57,0.63,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,4,10.54534144
14517,424116,4241,12000,15,0,0,4,1,4,0,6,51.77,0.71,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,4,9.392661929
14518,424117,4241,30000,40,0,0,6,1,4,0,2,29.51,0.31,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,10.30895266
14519,424118,4241,53000,40,0,0,6,1,7,0,3,54.1,1.19,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.87804719
14520,424119,4241,105000,50,0,0,5,1,7,0,3,52.36,0.37,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,11.56171563
14523,424122,4241,45000,50,0,0,6,1,7,0,6,46.01,0.89,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.71441777
14524,424123,4241,1000,20,0,0,5,1,7,0,3,40.48,0.37,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,6.907755279
14529,424201,4242,5500,40,0,0,2,1,7,0,3,55.12,-0.35,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,8.612503371
14540,424212,4242,30000,40,0,0,5,1,7,0,3,65.39,0.43,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.30895266
14541,424213,4242,6000,40,0,0,5,1,7,1,6,65.96,0.85,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,8.699514748
14542,424214,4242,50000,40,0,0,5,1,7,0,6,62.43,1.04,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.81977828
14545,424218,4242,5000,30,0,0,6,1,7,0,6,64.16,1.06,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,8.517193191
14546,424219,4242,70000,48,0,0,2,1,5,0,6,54.49,-0.6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,4,11.15625052
14548,424221,4242,17000,45,0,0,3,1,7,1,3,49.45,-0.32,3,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.740968623
14550,424223,4242,40000,40,0,0,2,1,7,0,5,48.45,-0.34,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,10.59663473
14552,424225,4242,40000,40,0,0,2,1,3,0,8,50.78,0.2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,6,10.59663473
14553,424301,4243,24000,40,0,0,2,2,6,1,3,59.25,-0.34,3,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,10.08580911
14554,424303,4243,10000,30,0,0,6,2,7,0,6,53.03,0.63,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.210340372
14555,424304,4243,60000,40,0,0,5,2,7,0,6,67.5,0.56,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,11.00209984
14556,424305,4243,10000,40,0,0,3,2,4,1,3,55.95,0.92,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,9.210340372
14557,424306,4243,38000,40,0,0,5,2,5,1,6,56.21,0.25,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.54534144
14558,424308,4243,22000,40,0,0,4,2,3,1,6,48.9,-0.29,3,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,4,9.998797732
14560,424310,4243,90000,50,0,0,6,2,7,0,6,66.07,1.1,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,11.40756495
14561,424311,4243,13000,33,0,0,5,2,7,0,6,56.61,-0.36,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.472704636
14562,424313,4243,50000,38,0,0,2,2,7,0,8,57.98,-0.27,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.81977828
14563,424314,4243,20000,60,0,0,7,2,7,0,6,49.25,1.21,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.903487553
14569,424320,4243,38000,35,0,0,2,2,7,0,5,61.24,-0.54,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,10.54534144
14572,424323,4243,48000,40,0,0,7,2,7,0,6,67.51,1.54,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.77895629
14575,424326,4243,48000,45,0,0,4,2,7,0,6,50.46,-0.01,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.77895629
14576,424327,4243,2000,18,0,0,2,2,7,0,3,52.31,-0.09,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,7.60090246
14578,425101,4251,40000,60,0,0,4,1,7,0,3,53.31,-0.25,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.59663473
14579,425102,4251,40000,52,0,0,6,1,3,1,8,56.88,0.96,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,1,0,0,6,10.59663473
14581,425105,4251,35000,40,0,0,6,1,7,0,6,55.2,0.92,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.46310334
14588,425112,4251,27000,40,0,0,4,1,7,1,3,54.39,0.18,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.20359214
14589,425113,4251,80000,40,0,0,5,1,2,0,8,65.84,0.5,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,6,11.28978191
14593,425117,4251,46000,45,0,0,6,2,7,0,6,69.66,0.7,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.73639668
14602,425202,4252,19500,40,0,0,2,2,5,0,5,52.88,0.47,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,2,9.878169745
14603,425203,4252,42000,40,0,0,2,2,4,0,6,55.89,0.61,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,4,10.6454249
14604,425204,4252,75000,52,0,0,7,1,5,0,6,61.06,1.16,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,1,0,4,11.22524339
14605,425207,4252,50000,40,0,0,3,1,7,0,6,55.76,0.66,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.81977828
14610,425212,4252,300,40,0,0,4,1,5,0,5,51.85,-0.09,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,2,5.703782475
14612,425215,4252,28000,40,0,0,6,2,7,0,7,57.24,0.3,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,5,10.23995979
14614,425217,4252,40000,35,0,0,4,1,7,0,6,67.02,0.26,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.59663473
14616,425219,4252,50000,50,0,0,2,1,7,0,5,51.18,0.29,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,2,10.81977828
14619,425222,4252,60000,40,0,0,6,1,7,0,6,64.01,0.46,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,11.00209984
14621,425224,4252,50000,44,0,0,3,1,7,0,4,52.12,0.8,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.81977828
14622,425225,4252,41000,40,0,0,5,1,4,0,3,56.76,0.46,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,10.62132735
14625,425228,4252,18000,20,0,0,5,2,4,0,8,66.97,0.02,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,6,9.798127037
14630,425234,4252,28000,45,0,0,6,1,6,0,6,50.38,0.55,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,10.23995979
14633,425303,4253,16000,40,0,0,6,1,7,1,3,54.73,0.89,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.680344001
14637,425308,4253,34000,40,0,0,2,2,5,0,6,41.51,-0.62,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,4,10.4341158
14638,425309,4253,35000,40,0,0,6,2,7,1,6,55.27,1.23,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.46310334
14640,425311,4253,35000,40,0,0,6,2,7,0,6,46.89,0.9,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.46310334
14641,425312,4253,12500,38,0,0,2,1,7,0,3,43.43,0.97,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.433483923
14646,425318,4253,55000,50,0,0,6,1,7,0,8,51.48,0.45,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.91508846
14650,425322,4253,37000,45,0,0,2,2,7,0,4,53.83,-0.01,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.51867319
14651,426101,4261,32000,40,0,0,6,2,7,0,6,62.15,0.76,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.37349118
14652,426102,4261,30000,40,0,0,6,2,7,0,4,51.91,1.01,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,1,10.30895266
14653,426104,4261,35000,40,0,0,6,2,7,0,6,61.22,1.03,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.46310334
14654,426105,4261,32000,45,0,0,6,2,7,0,6,70.15,0.68,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.37349118
14657,426108,4261,40000,40,0,0,2,2,4,0,6,55.56,0.01,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.59663473
14658,426109,4261,50000,33,0,0,7,2,4,0,6,57.03,0.31,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.81977828
14661,426112,4261,39000,40,0,0,6,2,7,0,8,68.23,0.87,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.57131693
14664,426115,4261,40000,40,0,0,8,2,7,0,10,56.91,1.8,3,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,0,0,0,0,1,8,10.59663473
14665,426116,4261,48000,40,0,0,5,2,7,0,6,53.77,0.38,3,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.77895629
14669,426123,4261,90000,30,0,0,6,2,7,0,6,62.44,1.13,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,11.40756495
14671,426125,4261,40000,45,0,0,6,2,7,0,6,69.61,1.19,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.59663473
14673,426127,4261,35000,50,0,0,6,2,7,1,6,59.53,0.7,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.46310334
14676,426130,4261,31000,40,0,0,7,2,7,0,8,57.21,1.21,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.34174248
14678,426202,4262,30000,60,0,0,3,1,4,1,3,38.99,0.26,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,10.30895266
14683,426207,4262,28000,40,0,0,7,1,7,0,7,57.79,0.84,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,5,10.23995979
14684,426208,4262,45000,40,0,0,6,1,3,1,3,52.56,1.02,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,10.71441777
14686,426210,4262,24000,40,0,0,6,1,6,1,6,52.5,0.63,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,10.08580911
14687,426211,4262,31000,45,0,0,6,1,4,0,6,59.79,0.61,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.34174248
14689,426301,4263,17000,30,0,0,5,2,5,0,6,46.68,-0.02,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,9.740968623
14690,426302,4263,72000,40,0,0,6,1,5,0,3,57.17,-0.5,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,0,11.1844214
14695,426308,4263,45000,50,0,0,3,1,5,0,6,49.01,0.95,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.71441777
14698,426311,4263,30000,45,0,0,5,2,5,1,5,45.11,0.71,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,2,10.30895266
14700,426313,4263,43000,40,0,0,1,2,5,0,6,47.51,-0.79,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.66895539
14702,426315,4263,24000,43,0,0,2,2,5,0,8,53.47,-0.74,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,6,10.08580911
14705,426318,4263,36000,40,0,0,8,2,5,0,8,51.49,1.39,3,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,1,0,6,10.49127422
14707,426321,4263,42000,40,0,0,2,2,5,0,6,51.97,0.28,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.6454249
14711,426325,4263,48000,40,0,0,7,2,5,0,6,53.81,1.28,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.77895629
14712,426326,4263,32000,40,0,0,6,2,5,1,8,50.13,0.43,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,6,10.37349118
14715,426329,4263,40000,40,0,0,7,1,5,0,6,53.77,0.86,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.59663473
14717,426331,4263,25000,40,0,0,6,2,5,0,6,41.89,0.99,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,1,0,4,10.1266311
14725,427107,4271,15000,15,0,0,6,1,7,0,6,51.26,0.27,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.61580548
14727,427109,4271,35000,52,0,0,4,1,7,0,10,51.09,-0.3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,8,10.46310334
14735,427117,4271,45000,30,0,0,5,2,7,0,8,45.97,0.74,3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.71441777
14736,427118,4271,30000,32,0,0,2,2,7,0,4,44.32,-0.46,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.30895266
14745,427127,4271,55000,45,0,0,2,2,7,0,8,61.82,-0.06,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.91508846
14749,427131,4271,90000,40,0,0,6,1,7,0,6,48.53,1.13,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.40756495
14754,427136,4271,33000,45,0,0,2,2,7,0,2,60.44,-0.44,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.40426284
14761,427143,4271,45000,50,0,0,4,1,7,0,6,49.47,-0.67,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.71441777
14765,427147,4271,35000,36,0,0,4,1,7,1,6,50.47,0.59,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.46310334
14768,427201,4272,16000,40,0,0,2,2,7,1,5,48.06,-0.48,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,2,9.680344001
14771,427204,4272,5000,35,1,1,4,1,7,0,5,44.94,0.3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,1,2,8.517193191
14775,428103,4281,16000,40,0,0,6,1,7,0,3,59.09,0.87,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.680344001
14777,428105,4281,34000,40,0,0,6,2,7,0,6,68.91,0.77,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.4341158
14779,428107,4281,17000,40,0,0,2,2,7,0,3,62.66,0.07,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,9.740968623
14781,428109,4281,15000,24,0,0,4,2,7,1,6,57.86,-0.49,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.61580548
14782,428110,4281,4000,12,0,0,2,2,7,1,6,61.77,-0.19,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,8.29404964
14783,428111,4281,47000,40,0,0,2,2,7,0,6,61.48,-0.12,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.75790288
14787,428115,4281,25000,80,0,0,3,1,7,0,5,62.17,0.41,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,2,10.1266311
14788,428116,4281,32000,40,0,0,2,2,7,0,8,50.19,0.69,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.37349118
14791,428203,4282,24000,40,0,0,7,2,7,0,3,68.62,1.54,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,0,10.08580911
14795,428208,4282,10000,25,0,0,5,1,3,1,3,64.2,0.55,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,9.210340372
14798,428213,4282,50000,35,0,0,7,1,7,0,8,57.88,1.25,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,6,10.81977828
14813,428305,4283,45000,40,0,0,7,1,7,0,6,63.74,1.32,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.71441777
14815,428307,4283,46000,55,0,0,4,1,7,0,6,49.35,0.72,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.73639668
14816,428308,4283,22000,40,0,0,7,1,7,0,6,57.44,1.46,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.998797732
14817,428309,4283,42000,60,0,0,6,1,7,0,6,53.3,1.45,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.6454249
14818,428311,4283,105000,70,0,0,8,1,7,0,6,63.57,1.54,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,0,0,0,0,1,4,11.56171563
14821,428315,4283,90000,55,0,0,4,1,7,0,6,40.95,0.59,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.40756495
14824,428318,4283,50000,40,0,0,4,1,7,0,6,68.98,0.05,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.81977828
14827,428321,4283,30000,60,0,0,6,1,7,0,6,46.82,0.73,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.30895266
14850,429125,4291,25000,60,0,1,7,2,7,0,8,49.27,1.39,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,1,6,10.1266311
14863,429139,4291,27000,40,0,0,5,1,7,0,3,54.85,0.37,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,10.20359214
14866,429201,4292,70000,55,0,0,7,1,6,0,8,70.44,1.07,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,6,11.15625052
14870,429207,4292,12000,30,0,0,8,2,7,0,6,70.06,1.37,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,1,4,9.392661929
14872,429209,4292,65000,35,0,0,6,2,7,0,6,63.57,1.29,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.08214255
14879,429219,4292,40000,50,0,0,7,1,7,0,6,68.67,1.45,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.59663473
14880,429221,4292,68000,60,0,0,6,1,7,0,3,63.32,0.81,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,0,11.12726298
14881,429222,4292,38000,45,0,0,6,1,5,0,6,72.09,0.46,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,1,0,4,10.54534144
14882,429223,4292,105000,35,0,0,2,1,3,0,8,61.06,0.01,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,6,11.56171563
14884,429228,4292,75000,60,0,0,6,2,7,0,6,65.02,1.12,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.22524339
14886,430101,4301,32000,40,0,0,1,1,7,0,4,48.29,-1.05,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,1,10.37349118
14887,430102,4301,46000,52,0,0,4,2,6,0,5,57.59,-0.7,3,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,10.73639668
14890,430202,4302,20000,70,0,0,2,1,7,0,10,77.3,0.53,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,8,9.903487553
14892,430204,4302,2000,10,0,0,6,1,7,0,6,70.08,0.96,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,7.60090246
14896,431102,4311,25000,48,0,0,6,1,6,0,7,54.95,0.2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,5,10.1266311
14900,431107,4311,10000,25,0,0,1,2,5,1,5,48.44,-0.79,3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,2,9.210340372
14904,431201,4312,38000,50,0,0,3,1,7,0,6,54.15,-0.13,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.54534144
14909,431206,4312,23000,40,0,0,6,1,7,0,6,54.42,0.41,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.04324949
