,STU_ID,SCH_ID,F3ERN2011,F3C02,F3EVRGED,F3EVERDO,BYMOTHED,BYS14,BYRACE,BYP61,F3ATTAINMENT,BYTXCSTD,BYSES1,F3JUNEDSTAT,F3REGION,F3B35,female,no_parent,moth_ed_1,moth_ed_2,moth_ed_3,moth_ed_4,moth_ed_5,moth_ed_6,moth_ed_7,moth_ed_8,region_1,region_2,region_3,region_4,high_school_grad,ged,BYRACE2,Other,Asian,Black,Hispanic,White,post_sec_edu,income_log
1618,134110,1341,26000,60,0,0,3,1,3,0,5,59.58,0.21,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,2,10.16585182
1656,135103,1351,14000,40,0,0,3,2,7,0,3,48.21,0.41,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.546812609
1657,135104,1351,2500,40,1,1,2,2,4,0,5,40.26,-0.53,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,2,7.824046011
1658,135105,1351,50000,36,0,0,6,2,7,0,6,54.4,0.37,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.81977828
1661,135111,1351,26000,40,0,0,6,1,7,1,2,53.32,-0.13,4,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.16585182
1663,135113,1351,35000,40,0,0,5,1,7,0,6,61.43,0.8,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.46310334
1666,135117,1351,22000,40,0,0,7,2,7,1,6,46.45,0.93,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.998797732
1675,135203,1352,1200,32,0,1,2,1,7,0,1,39.2,-0.64,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,7.090076836
1681,135211,1352,15000,40,0,0,1,2,5,1,2,34.54,-0.75,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,9.61580548
1687,135223,1352,15000,40,0,0,1,1,4,0,2,34.05,-1.18,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,9.61580548
1689,135225,1352,26000,40,0,1,1,1,5,0,1,25.94,-1.41,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,10.16585182
1699,136106,1361,45000,40,0,0,4,2,7,0,8,53.66,0.43,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.71441777
1702,136111,1361,36000,52,0,0,6,2,7,1,3,50.55,0.06,3,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.49127422
1708,136118,1361,46000,40,0,0,6,1,7,0,6,47.91,0.62,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.73639668
1709,136119,1361,35000,40,0,0,3,1,7,1,2,44.55,0.17,4,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.46310334
1714,136124,1361,53000,45,0,0,6,2,7,0,6,61.39,0.9,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.87804719
1715,136125,1361,30000,40,0,0,6,1,2,0,6,37.4,1.37,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,4,10.30895266
1717,136127,1361,10000,40,0,0,5,1,7,0,6,61.23,0.05,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,0,0,1,4,9.210340372
1718,136128,1361,30000,40,0,0,6,1,7,0,3,50.78,0.58,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.30895266
1720,136202,1362,20000,55,1,1,7,1,7,1,3,53.6,0.93,3,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7,0,0,0,0,1,0,9.903487553
1731,136216,1362,9000,30,0,0,2,2,2,0,6,65.57,-0.26,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,4,9.104979856
1734,136222,1362,15000,43,0,0,2,2,4,0,4,55.16,-0.9,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,1,0,1,9.61580548
1736,136224,1362,27000,50,0,0,4,2,7,1,4,44.18,-0.08,3,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,10.20359214
1737,136225,1362,18000,35,0,0,2,2,7,1,3,45.86,-0.27,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.798127037
1741,136229,1362,32000,36,0,0,6,2,7,0,3,47.95,0.33,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.37349118
1747,137105,1371,26000,30,0,0,2,2,7,0,2,43.82,-0.71,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.16585182
1751,137109,1371,32000,40,0,0,2,1,7,0,6,49.07,-0.07,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.37349118
1761,137121,1371,9500,40,0,0,2,2,5,1,2,57.84,-0.61,4,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,9.159047078
1762,137122,1371,20000,28,0,0,6,1,7,1,2,32.99,0.6,4,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.903487553
1764,137203,1372,27000,40,0,0,1,2,4,0,3,38.11,-0.88,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,10.20359214
1766,137205,1372,17000,48,0,0,1,2,3,0,3,33.68,-1.18,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,9.740968623
1779,137225,1372,855,25,0,0,2,2,3,1,2,43.67,-1.19,4,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,6.751101469
1781,137227,1372,10000,25,0,0,2,2,3,1,3,38.66,-0.47,3,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,9.210340372
1787,137234,1372,50000,30,1,1,1,1,3,1,2,45.67,-1.09,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,10.81977828
1789,138101,1381,8000,32,1,1,1,1,6,0,2,52.38,-0.78,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,8.987196821
1790,138102,1381,8000,25,0,1,2,2,7,1,1,30.97,-0.46,4,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,8.987196821
1793,138105,1381,9000,25,0,0,6,2,6,1,3,68.16,0.83,3,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,9.104979856
1796,138109,1381,37000,60,0,0,2,1,7,0,3,44.41,-0.66,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.51867319
1805,138119,1381,26000,48,0,0,4,1,7,0,5,54.47,-0.59,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,10.16585182
1812,138126,1381,40000,44,0,0,2,2,7,1,3,43.52,-0.68,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.59663473
1813,138127,1381,30000,40,0,0,2,1,5,0,4,33.91,-0.36,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,1,10.30895266
1814,138128,1381,43000,40,0,0,6,1,4,1,4,44.95,-0.26,3,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4,0,0,0,1,0,1,10.66895539
1816,138202,1382,3000,40,0,0,4,1,7,0,5,51.55,0.57,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,8.006367568
1821,138209,1382,43000,40,0,0,2,2,7,0,8,55.57,-0.76,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,6,10.66895539
1823,138212,1382,33000,40,0,0,6,2,7,0,6,51.85,1.05,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.40426284
1825,138214,1382,25000,40,1,1,2,2,7,0,2,46.76,-0.92,4,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,1,0,10.1266311
1827,138216,1382,65000,36,0,0,6,2,7,0,6,56.36,0.97,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,11.08214255
1829,138219,1382,24000,48,0,0,6,1,7,0,6,65.39,0.71,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.08580911
1830,138220,1382,40000,70,0,0,1,1,4,1,7,59.2,-0.93,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,5,10.59663473
1833,138223,1382,25000,44,0,1,4,1,5,0,2,58.02,-0.55,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,10.1266311
1835,138225,1382,36000,48,0,0,2,1,7,0,2,52.34,-0.91,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.49127422
1840,138230,1382,23000,40,0,0,1,2,5,0,2,49.01,-0.68,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,10.04324949
1844,139104,1391,48000,44,0,0,6,1,7,0,6,72.12,0.28,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.77895629
1847,139107,1391,30000,50,0,0,5,2,7,1,6,61.26,0.92,3,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.30895266
1848,139108,1391,10000,42,0,0,4,2,7,0,4,52.62,-0.52,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,9.210340372
1855,139117,1391,25000,40,0,0,2,1,7,0,2,47.59,0.05,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.1266311
1858,139121,1391,105000,60,0,0,7,2,7,0,6,67.57,1.38,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,11.56171563
1860,139123,1391,30000,40,0,0,3,2,7,1,4,48.08,0.17,3,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,10.30895266
1862,139127,1391,30000,36,0,0,2,2,7,0,6,32.44,-0.31,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.30895266
1865,139131,1391,25000,52,0,0,3,2,7,1,4,56.31,-0.83,3,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,10.1266311
1866,139202,1392,32000,40,0,0,5,2,7,1,5,44.15,-0.92,3,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,10.37349118
1869,139207,1392,10000,25,0,0,4,2,7,1,3,55.49,0.21,3,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.210340372
1871,139209,1392,58000,55,0,0,4,1,7,1,3,63.91,-0.16,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.96819829
1873,139212,1392,7000,35,0,0,2,1,7,1,4,54.62,-0.77,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,8.853665428
1874,139214,1392,25000,40,0,0,2,2,6,1,4,49.47,0.23,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,10.1266311
1877,139218,1392,30000,50,0,0,2,2,6,1,4,54.77,-0.05,3,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,10.30895266
1879,139220,1392,2000,30,1,1,3,2,7,1,2,42.86,-0.37,4,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,1,0,7.60090246
1881,140103,1401,44000,40,0,0,2,2,6,0,7,50.85,0.69,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,5,10.69194491
1884,140107,1401,2500,30,0,0,2,1,7,0,5,48.99,0.07,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,7.824046011
1885,140108,1401,20000,35,0,0,6,2,7,0,3,39.74,0.9,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.903487553
1887,140110,1401,60000,33,0,0,7,2,7,0,6,65.02,1.24,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,4,11.00209984
1888,140111,1401,80000,55,0,0,6,1,7,0,6,66.3,1.18,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,11.28978191
1889,140112,1401,34000,40,0,0,2,1,7,0,6,49.86,0.42,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.4341158
1891,140116,1401,50000,36,0,0,6,2,7,0,6,54.25,0.98,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.81977828
1894,140119,1401,11000,42,0,0,6,1,7,0,8,58.54,1.06,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,9.305650552
1898,140123,1401,35000,35,0,0,6,2,7,0,3,56.23,0.72,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.46310334
1901,140126,1401,37000,40,0,0,2,2,7,0,6,53.12,0.25,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.51867319
1904,140202,1402,14000,35,0,0,6,2,7,0,6,60.69,1.04,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.546812609
1908,140206,1402,8000,40,0,0,5,2,7,0,6,61.88,0.05,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,8.987196821
1909,140207,1402,28000,40,0,0,1,2,7,0,6,64.72,-0.37,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.23995979
1910,140208,1402,25000,40,0,0,5,1,7,0,6,55.17,0.16,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.1266311
1911,140209,1402,16000,40,0,0,7,1,2,0,6,71.76,1.31,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,4,9.680344001
1912,140210,1402,3500,36,0,0,8,2,3,0,5,26.29,1.3,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,0,1,0,0,2,8.160518247
1913,140211,1402,40000,50,0,0,5,1,7,0,6,52.99,0.58,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.59663473
1919,140217,1402,20000,20,0,0,5,1,7,0,6,64.5,1.04,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.903487553
1920,140218,1402,10000,20,0,0,5,2,7,0,10,64.29,-0.06,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,8,9.210340372
1921,140219,1402,40000,45,0,0,2,2,7,0,6,62.74,0.67,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.59663473
1923,140221,1402,36000,45,0,0,3,2,7,0,6,63.66,1.16,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.49127422
1925,140223,1402,22000,40,0,0,6,1,7,0,6,51.43,1.07,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,9.998797732
1927,141101,1411,24000,40,0,0,4,2,7,0,8,70.08,0.29,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.08580911
1928,141102,1411,40000,90,0,0,2,1,7,0,5,46.94,-0.45,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,2,10.59663473
1931,141106,1411,20000,40,0,1,2,1,7,0,3,41.3,-0.54,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,9.903487553
1935,141112,1411,38000,52,1,1,2,2,7,0,3,45.39,-0.23,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,1,0,10.54534144
1939,141116,1411,23000,35,1,1,2,1,6,1,2,44.55,-0.68,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,10.04324949
1941,141119,1411,15000,45,1,1,1,1,7,1,3,39.07,-1.18,3,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,1,0,9.61580548
1944,141123,1411,25000,40,0,0,2,2,7,0,4,52.58,-0.28,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,10.1266311
1946,141205,1412,55000,60,0,0,4,2,7,1,6,63.34,0.25,3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.91508846
1948,141208,1412,20000,40,0,0,7,1,7,0,6,73.08,1.54,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.903487553
1949,141209,1412,35000,40,0,0,3,1,7,0,3,62.58,0.52,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.46310334
1950,141212,1412,28000,75,0,0,6,1,7,0,3,52.93,0.8,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.23995979
1951,141214,1412,34000,90,0,0,5,1,6,1,4,60.12,0.2,3,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,10.4341158
1953,141216,1412,47000,60,0,0,7,1,7,0,8,71.43,0.75,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,6,10.75790288
1954,141217,1412,42000,45,0,0,7,2,7,0,6,66.2,1.15,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7,0,0,0,0,1,4,10.6454249
1957,141220,1412,32000,50,0,0,6,1,7,0,2,53.19,1.01,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,0,10.37349118
1958,141221,1412,65000,50,0,0,7,2,7,0,6,66.7,1.63,3,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7,0,0,0,0,1,4,11.08214255
1964,142102,1421,18000,22,0,0,1,1,7,1,3,61.36,-0.04,3,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.798127037
1976,142117,1421,44000,60,0,0,7,2,7,0,3,63.93,1.39,3,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.69194491
1977,142118,1421,62000,40,0,0,6,1,7,0,6,58.08,0.55,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,11.03488966
1979,142121,1421,50000,60,0,0,7,1,7,0,3,45.51,1.37,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.81977828
1980,142122,1421,5000,40,0,0,5,1,7,0,6,54.5,0.18,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,8.517193191
1981,142123,1421,32000,43,0,0,5,2,3,0,6,61.51,0.46,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,4,10.37349118
1983,142125,1421,35000,50,0,0,6,2,7,1,5,63.82,0.79,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,2,10.46310334
1984,142126,1421,50000,40,0,0,6,2,7,0,6,56.94,1.04,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.81977828
1986,142204,1422,12000,25,1,1,4,2,7,1,5,29.59,-0.46,3,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,1,2,9.392661929
1988,142206,1422,29000,55,0,0,7,1,7,0,2,50.41,0.39,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.27505111
1990,142208,1422,35000,50,0,0,6,2,5,0,8,63.85,0.43,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,1,0,6,10.46310334
2001,142223,1422,18000,20,0,0,6,1,6,1,6,40.69,0.76,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,4,9.798127037
2003,142225,1422,55000,40,0,0,8,2,7,0,8,68.53,1.8,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7,0,0,0,0,1,6,10.91508846
2005,142227,1422,19000,35,0,0,2,2,6,0,6,54.71,-0.07,3,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,4,9.852194258
2006,142228,1422,15000,20,0,0,6,2,7,0,6,45.51,0.67,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.61580548
2007,142229,1422,28000,37,0,0,5,1,3,0,6,49.49,0.01,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,4,10.23995979
2015,143108,1431,54000,52,0,0,8,2,7,0,10,55,1.09,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,0,0,0,0,1,8,10.89673933
2022,143116,1431,18000,40,0,0,7,2,7,0,6,55.86,1.52,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.798127037
2023,143117,1431,29000,45,0,0,6,1,7,0,3,49.35,0.94,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.27505111
2026,143121,1431,11000,40,0,0,8,1,7,0,6,74.33,1.8,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,0,0,0,0,1,4,9.305650552
2028,143125,1431,60000,50,0,0,6,1,7,0,6,56.66,0.94,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,11.00209984
2030,143128,1431,50000,50,0,0,7,2,7,0,6,59.2,1.44,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.81977828
2036,143207,1432,49000,44,0,0,4,1,7,0,8,55.97,-0.13,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.79957558
2037,143208,1432,25000,40,0,0,2,1,7,0,8,58.91,-0.5,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.1266311
2038,143209,1432,39000,40,0,0,2,1,7,0,6,54.91,-0.21,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,1,4,10.57131693
2039,143210,1432,49000,45,0,0,4,2,7,0,8,65.82,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,10.79957558
2041,143213,1432,21000,28,0,0,2,2,7,0,6,73.5,-0.26,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,9.952277717
2042,143215,1432,55000,40,0,0,2,1,7,0,6,59.1,0.1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.91508846
2043,143216,1432,50000,50,0,0,4,2,7,0,4,49.27,0.75,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,10.81977828
2044,143217,1432,16000,38,0,0,6,2,7,0,3,55.5,1.22,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.680344001
2050,143223,1432,24000,35,0,0,4,2,7,0,6,62.46,0.59,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.08580911
2052,143225,1432,25000,40,0,0,2,1,7,1,3,49.46,-0.04,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,10.1266311
2056,144101,1441,24000,70,0,0,2,1,7,0,6,53.3,-0.18,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,1,4,10.08580911
2057,144102,1441,47000,48,0,0,4,1,7,0,6,63.24,-0.07,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.75790288
2060,144106,1441,39000,40,0,0,3,1,7,1,6,60.61,0.11,3,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.57131693
2062,144108,1441,65000,70,0,0,6,1,7,1,4,64.47,0.43,3,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7,0,0,0,0,1,1,11.08214255
2069,144115,1441,15000,30,0,0,2,1,7,1,8,60.4,0.1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,6,9.61580548
2072,144118,1441,27000,55,0,0,3,2,7,0,6,65.2,0.19,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,4,10.20359214
2073,144119,1441,17000,38,0,0,2,1,7,1,3,53.11,0.29,3,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,0,9.740968623
2074,144121,1441,3000,20,0,0,4,1,7,0,10,56.44,-0.38,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,1,8,8.006367568
